Region,Importance
Tau_PVC_META_TEMPORAL,27.657068855880773
Tau_PVC_LTL,27.480523142715864
Tau_PVC_TEMPLOBE,26.55719879380585
Tau_PVC_MTL,26.328638283035453
Tau_PVC_INFPAR,25.0614263481288
Tau_PVC_ENTCTX,24.150913061407234
Tau_PVC_PARLOBE,23.785871345288946
Tau_PVC_LATPAR,23.661094476055577
Tau_PVC_PRECUNEUS,22.011300670334776
