,auc,auc,accuracy,accuracy,precision,precision,recall,recall
,mean,std,mean,std,mean,std,mean,std
model,,,,,,,,
Logistic Regression,0.7592582064538289,0.048980263137955414,0.6976140350877194,0.03898559843320919,0.7060316850807835,0.0362582338945739,0.7913621262458472,0.031777832673172725
Random Forest,0.7464923319574482,0.06580830020606984,0.6869824561403509,0.052115953773625656,0.6969670058587727,0.03263466741009255,0.7774086378737541,0.06779837468941817
SVM,0.7475315989679875,0.06204439120619713,0.6948771929824561,0.058518489947565325,0.672086625480455,0.03563294087411017,0.8863787375415282,0.06990507438996281
